,index,movie,name,gender,character,mentions,count,total centrality,average centrality
1920,1920,tyaag,anyway.so,male,married,0,0,0.0,0.0
1921,1921,yaaron_ka_yaar,nathu,male,"son, son",5,25,39.0,1.56
1922,1922,azaad,man,male,"young,  eccentric",1,17,225.0,13.23529412
1923,1923,azaad,prem,male,bethrothed,2,43,381.1333333,8.863565891
1924,1924,badalte_rishtey,manohar,male,"brother, brother, brother",19,192,147.0,0.765625
1925,1925,badalte_rishtey,sagar,male,"brother, brother, brother",19,187,421.3,2.2529411759999998
1926,1926,besharam,son,male,obedient,1,9,0.0,0.0
1927,1927,besharam,ramchandra,male,"son, son, son",4,38,10.0,0.263157895
1928,1928,besharam,ram,male,"son, son, son",4,36,0.0,0.0
1929,1929,don,malik,male,"interpol,  real",3,42,5.0,0.11904761900000001
1930,1930,don,vijay,male,desperate,61,502,9012.833333,17.95385126
1931,1931,ganga_ki_saugandh,thakur,male,"son, son, son",9,97,38.0,0.39175257700000005
1932,1932,karmayogi,son,male,second,4,34,304.3333333,8.950980392
1933,1933,karmayogi,shankar,male,"husband, husband",11,93,142.66666669999998,1.534050179
1934,1934,karmayogi,ajay,male,son,2,28,30.33333333,1.083333333
1935,1935,kasme_vaade,amit,male,"brother, brother",9,65,123.0,1.892307692
1936,1936,kasme_vaade,raju,male,brother,13,178,218.5,1.22752809
1937,1937,main_tulsi_tere_aangan_ki,man,female,aristocratic,1,30,243.0,8.1
1938,1938,main_tulsi_tere_aangan_ki,ajay,male,"son, husband, son, brother, brother, son, husband, son, brother, brother",11,126,458.4,3.638095238
1939,1939,main_tulsi_tere_aangan_ki,rajnath,male,"husband, husband",6,70,152.0,2.171428571
1940,1940,muqaddar_ka_sikander,boy,male,orphan,3,78,136.66666669999998,1.752136752
1941,1941,muqaddar_ka_sikander,man,female,muslim,1,6,48.0,8.0
1942,1942,shalimar,raja,male,son,3,33,158.0,4.787878788
1943,1943,tere_pyar_mein,boy,male,pakistani,1,19,209.16666669999998,11.00877193
1944,1944,trishul,vijay,male,"father, son",21,185,218.5,1.1810810809999999
1945,1945,aatish,son,male,grown,3,33,58.83333333,1.7828282830000002
1946,1946,aatish,man,male,young,1,6,28.0,4.666666667
1947,1947,baton_baton_mein,braganza,male,"young,  eligible",1,19,120.0,6.315789474
1948,1948,baton_baton_mein,man,male,"wealthy,  young",1,5,10.0,2.0
1949,1949,cinema_cinema,actor,male,popular,22,24,118.5,4.9375
1950,1950,do_shikaari,ranjeet,male,"brother, brother, brother",2,56,30.0,0.535714286
1951,1951,hum_tere_ashiq_hain,anand,male,"son, son, son",6,72,28.0,0.38888888899999996
1952,1952,hum_tere_ashiq_hain,thakur,male,"son, son",6,77,348.0,4.519480519
1953,1953,janata_havaldar,man,male,young,1,40,1003.0,25.075
1954,1954,jurmana,inder,male,"uncle, father, uncle, father, uncle, father, reluctant",29,189,665.0,3.5185185189999997
1955,1955,khandan,nanda,male,wealthy,3,22,48.0,2.1818181819999998
1956,1956,khandan,ravi,male,"father, father",10,80,165.0,2.0625
1957,1957,lahu_ke_do_rang,suraj,male,excellent,0,0,0.0,0.0
1958,1958,lahu_ke_do_rang,son,male,illegitimate,1,3,5.0,1.6666666669999999
1959,1959,lahu_ke_do_rang,raj,male,excellent,0,0,0.0,0.0
1960,1960,mata_velankanni,son,male,susainathanthe,2,25,112.0,4.48
1961,1961,manzil,amitabh,male,"father, young",4,42,96.0,2.285714286
1962,1962,meri_biwi_ki_shaadi,fernandes,male,"old,  beau",1,6,10.0,1.6666666669999999
1963,1963,meri_biwi_ki_shaadi,bhagwant,male,"hypochondriac,  hopeless",1,23,0.0,0.0
1964,1964,mr._natwarlal,boy,male,young,1,24,185.0,7.708333333
1965,1965,mr._natwarlal,vikram,male,"sinister,  criminal",2,7,20.0,2.857142857
1966,1966,mr._natwarlal,brother,male,beloved,1,16,216.0,13.5
1967,1967,naiyya,sonu,male,"uncle, uncle, uncle",15,194,2862.740476,14.75639421
1968,1968,nauker,dayal,male,"brother, brother",7,84,145.5,1.732142857
1969,1969,saanch_ko_aanch_nahin,manoharlal,male,"son, son, son",11,87,626.0,7.1954022989999995
1970,1970,solva_sawan,man,male,"wealthy,  prosperous",1,15,81.0,5.4
1971,1971,suhaag,vikram,male,son,7,59,16.0,0.271186441
1972,1972,aakrosh,father,male,dead,1,21,216.0,10.28571429
1973,1973,aakrosh,man,male,desperate,1,54,728.6666667000001,13.49382716
1974,1974,aasha,deepak,male,husband,25,178,216.0,1.213483146
1975,1975,abdullah,ameer,male,uncle,10,88,374.0,4.25
1976,1976,beqasoor,brother,male,scheming,2,32,37.0,1.15625
1977,1977,bombay_405_miles,male,male,elderly,2,26,112.0,4.307692308
1978,1978,chakra,man,male,changed,1,13,103.0,7.923076922999999
1979,1979,chakra,anna,male,child,12,100,1166.0,11.66
1980,1980,do_aur_do_paanch,man,male,rich,1,19,441.0,23.21052632
1981,1981,gehrayee,tantrik,male,local,4,73,833.0,11.4109589
1982,1982,judaai,umakant,male,son,6,65,138.0,2.123076923
1983,1983,jyoti_bane_jwala,son,male,real,1,11,111.0,10.09090909
1984,1984,jyoti_bane_jwala,man,male,young,3,58,224.33333330000002,3.867816092
1985,1985,kali_ghata,kishore,male,son,4,48,128.8333333,2.684027778
1986,1986,karz,father,male,dead,3,47,274.0,5.829787233999999
1987,1987,karz,man,male,rich,1,22,190.5,8.659090909
1988,1988,karz,ravi,male,"father, father, father, father",23,206,499.66666669999995,2.4255663430000003
1989,1989,khubsoorat,son,male,second,2,14,7.833333333,0.55952381
1990,1990,lootmaar,son,male,young,2,6,18.0,3.0
1991,1991,lootmaar,indian,male,"son, son, son",2,14,0.0,0.0
1992,1992,man_pasand,pratap,male,acerbic,13,126,432.5,3.4325396830000003
1993,1993,neeyat,sikander,male,pakistani,11,116,2919.5,25.16810345
1994,1994,nishana,raja,male,"son, father",3,31,0.0,0.0
1995,1995,red_rose,father,male,adoptive,4,72,1169.583333,16.24421296
1996,1996,shaan,man,male,mysterious,4,49,257.5,5.255102041000001
1997,1997,shaan,shakaal,male,angry,39,208,945.8333332999998,4.547275641000001
1998,1998,takkar,zamindar,male,"son, son",2,40,29.0,0.725
1999,1999,takkar,man,male,good,2,7,15.5,2.214285714
2000,2000,takkar,man,male,good,2,36,527.0,14.63888889
2001,2001,the_burning_train,rakesh,male,"cousin, cousin",6,132,757.5,5.7386363639999995
2002,2002,the_burning_train,man,male,rich,0,0,0.0,0.0
2003,2003,the_burning_train,ranjeet,male,following,0,0,0.0,0.0
2004,2004,the_burning_train,ashok,male,"son, leading",22,303,970.5,3.202970297
2005,2005,the_burning_train,raju,male,child,2,22,105.0,4.772727273
2006,2006,the_burning_train,vinod,male,son,22,335,4426.633333,13.21383085
2007,2007,thodisi_bewafaii,narendra,male,second,1,7,46.5,6.642857143
2008,2008,thodisi_bewafaii,arvind,male,"son, son, son",4,38,0.0,0.0
2009,2009,thodisi_bewafaii,arun,male,"father, son, father, son, father, son",34,317,722.5,2.279179811
2010,2010,thodisi_bewafaii,man,female,new,3,6,15.0,2.5
2011,2011,chashme_buddoor,boy,male,studious,1,32,398.6666667,12.45833333
2012,2012,dhuaan,sunil,male,"father, father",11,81,368.0,4.543209877
2013,2013,dhuaan,ashok,male,"father, father",7,62,26.0,0.419354839
2014,2014,ek_duuje_ke_liye,vasu,male,"brother, brother, brother",16,170,507.83333330000005,2.987254902
2015,2015,fiffty_fiffty,kumar,male,"father, father",3,38,28.0,0.736842105
2016,2016,fiffty_fiffty,bihari,male,"son, brother, son, brother, relative",4,38,54.0,1.4210526319999999
2017,2017,fiffty_fiffty,thakur,male,"son, son, son",2,17,0.0,0.0
2018,2018,jyoti,son,male,real,3,29,335.6666667,11.57471264
2019,2019,jyoti,man,male,senile,2,9,52.0,5.777777778
2020,2020,kaalia,man,male,"strong,  different,  ethical,  smart",2,26,188.0,7.230769231
2021,2021,kaalia,man,male,"strong,  different,  ethical,  smart",2,4,10.0,2.5
2022,2022,kaalia,kaalia,male,"brother, brother, brother",27,176,175.0,0.994318182
2023,2023,kahani_ek_chor_ki,ram,male,"son, husband, son, husband, son, husband, elder",12,137,940.0833332999998,6.861922141
2024,2024,kalyug,son,male,young,2,23,174.0,7.565217391
2025,2025,khoon_aur_paani,singh,male,dreaded,6,77,751.3333332999999,9.757575758
2026,2026,khoon_aur_paani,vikram,male,"father, brother, father, brother, father, brother",4,43,163.0,3.7906976739999996
2027,2027,khoon_aur_paani,ram,male,"father, brother, father, brother, father, brother",4,103,268.6,2.60776699
2028,2028,khoon_ka_rishta,man,male,honest,1,29,313.7,10.81724138
2029,2029,love_story,vijay,male,"father, son, father, son",12,132,250.7071429,1.899296537
2030,2030,meri_aawaz_suno,man,male,tough,1,18,0.0,0.0
2031,2031,meri_aawaz_suno,officer,male,honest,2,66,1393.335714,21.11114719
2032,2032,naram_garam,bhavani,male,"father, father",11,197,21.0,0.106598985
2033,2033,naram_garam,babua,male,"brother, brother",3,31,0.0,0.0
2034,2034,pyaasa_sawan,man,male,wealthy,1,4,9.0,2.25
2035,2035,roohi,man,male,"wealthy,  young",1,16,53.0,3.3125
2036,2036,rocky,son,male,young,1,3,12.0,4.0
2037,2037,rocky,robert,male,father,7,44,178.33333330000002,4.053030303
2038,2038,rocky,shankar,male,son,5,55,0.0,0.0
2039,2039,rocky,rocky,male,"father, father",4,36,35.0,0.9722222220000001
2040,2040,rocky,man,male,young,1,16,83.5,5.21875
2041,2041,sannata,girdhari,male,"cousin, cousin, cousin",2,24,0.0,0.0
2042,2042,silsila,amit,male,"child, cousin, child",22,201,437.33333330000005,2.175787728
2043,2043,silsila,anand,male,husband,6,88,75.0,0.852272727
2044,2044,waqt_ki_deewar,khan,male,devout,2,14,265.5,18.96428571
2045,2045,yaraana,nephew,male,lovable,1,6,50.0,8.333333332999999
2046,2046,zamaane_ko_dikhana_hai,nanda,male,"son, son",8,105,1386.833333,13.20793651
2047,2047,zamaane_ko_dikhana_hai,ramesh,male,"son, son, son, son, son, son",13,89,147.0,1.6516853930000002
2048,2048,zamaane_ko_dikhana_hai,ravi,male,"brother, father, son, son, brother, father, son, son",13,156,591.0,3.788461538
2049,2049,bemisal,son,male,second,3,34,199.5,5.867647058999999
2050,2050,bemisal,brother,male,big,3,35,71.5,2.042857143
2051,2051,chorni,kishore,male,"son, son, son",6,123,1185.333333,9.636856369
2052,2052,chorni,son,male,jolly,1,43,1252.416667,29.12596899
2053,2053,chorni,sukhdev,male,unscrupulous,5,89,3708.416667,41.667603
2054,2054,chorni,sinha,male,"father, father",9,218,305.1333333,1.39969419
2055,2055,deedar-e-yaar,nawab,male,"husband, husband",4,55,633.5,11.51818182
2056,2056,deedar-e-yaar,javed,male,"brother, brother",21,143,202.66666669999998,1.4172494169999998
2057,2057,dharam_kanta,bhavani,male,"son, child, son, child, son, child",18,157,10.0,0.063694268
2058,2058,dharam_kanta,singh,male,wealthy,3,33,162.5,4.924242424
2059,2059,dil_hi_dil_mein,man,male,smart,1,7,44.0,6.285714286
2060,2060,dil_hi_dil_mein,raja,male,"father, father",93,774,1863.5,2.4076227390000002
2061,2061,dil_hi_dil_mein,college,male,prestigious,5,58,857.1666667000002,14.77873563
2062,2062,disco_dancer,oberoi,male,rich,4,70,180.0,2.5714285709999998
2063,2063,farz_aur_kanoon,son,male,elder,3,48,709.3333332999999,14.77777778
2064,2064,farz_aur_kanoon,ravi,male,"son, father, father, brother, son, father, father, brother",27,194,395.1,2.0365979380000003
2065,2065,haathkadi,man,male,simple,2,26,552.6666667000001,21.25641026
2066,2066,hamari_bahu_alka,badriprasad,male,"brother, brother",6,61,0.0,0.0
2067,2067,jeeo_aur_jeene_do,son,male,devoted,4,34,140.66666669999998,4.137254902
2068,2068,jeeo_aur_jeene_do,meherban,male,"child, child, child, child, child, child",10,119,0.0,0.0
2069,2069,jeevan_dhaara,man,male,inebriated,1,11,46.83333333,4.257575758
2070,2070,khud-daar,rajesh,male,"brother, brother, brother, brother, unsuspecting",12,112,978.8333332999998,8.739583332999999
2071,2071,khud-daar,bansi,male,"brother, brother",5,97,812.0,8.371134021
2072,2072,khud-daar,govind,male,"brother, brother",8,71,598.0,8.422535211
2073,2073,khud-daar,hari,male,"husband, husband",9,102,150.16666669999998,1.4722222219999999
2074,2074,lakshmi,boy,male,good,1,27,283.5,10.5
2075,2075,main_intequam_loonga,kumar,male,"son, son, son",11,109,51.0,0.46788990799999997
2076,2076,main_intequam_loonga,father,male,biological,1,14,117.0,8.357142857000001
2077,2077,main_intequam_loonga,ganga,male,"father, father, father, biological",11,121,327.6666667,2.707988981
2078,2078,namak_halaal,bhim,male,"brother, son",7,73,136.66666669999998,1.8721461190000002
2079,2079,namak_halaal,arjun,male,young,10,112,1111.833333,9.927083332999999
2080,2080,prem_rog,thakur,male,rich,3,36,198.5,5.5138888889999995
2081,2081,raaste_pyar_ke,man,male,"honest,  simple",2,40,557.8,13.945
2082,2082,raaste_pyar_ke,mohan,male,"father, father, brother, brother, father, father, brother, brother",9,80,160.0,2.0
2083,2083,raaste_pyar_ke,brother,male,loving,2,36,107.0,2.972222222
2084,2084,rajput,bhanu,male,"brother, lover, child, brother, lover, child",14,108,167.0,1.546296296
2085,2085,rajput,jaipal,male,father,25,130,51.0,0.39230769200000004
2086,2086,rajput,dhiren,male,child,12,97,20.0,0.206185567
2087,2087,rajput,father,male,real,13,127,1585.333333,12.48293963
2088,2088,rajput,boris,male,"nephew, husband, nephew, husband",6,55,0.0,0.0
2089,2089,rajput,man,male,nice,3,54,196.0,3.62962963
2090,2090,rajput,manu,male,"father, brother",3,275,598.8333332999999,2.177575758
2091,2091,rajput,dhirendra,male,"father, child",12,208,462.66666669999995,2.2243589740000003
2092,2092,saath_saath,man,male,"young,  idealistic",1,10,54.0,5.4
2093,2093,sanam_teri_kasam,sunil,male,"father, child, father, father, child, father",8,53,300.0,5.660377358
2094,2094,sanam_teri_kasam,son,male,real,8,13,90.0,6.923076922999999
2095,2095,sanam_teri_kasam,son,male,real,8,11,23.0,2.090909091
2096,2096,sanam_teri_kasam,kader,male,"son, son",8,17,0.0,0.0
2097,2097,satte_pe_satta,brother,male,ravi,2,28,387.5,13.83928571
2098,2098,shakti,vijay,male,"father, father, father, father",0,0,0.0,0.0
2099,2099,shakti,ashwini,male,"son, father, tearful",1,14,0.0,0.0
2100,2100,shakti,man,male,"drunk,  young,  right",0,0,0.0,0.0
2101,2101,shakti,ravi,male,"grandson, grandfather, grandfather, son",1,8,0.0,0.0
2102,2102,star,dev,male,"brother, brother",21,158,1957.9333329999997,12.39198312
2103,2103,sun_sajna,raj,male,"father, uncle, uncle, uncle, father, father, uncle, uncle, uncle, father, father, uncle, uncle, uncle, father",50,439,4459.825954999999,10.15905684
2104,2104,sun_sajna,man,female,"lively,  young",1,34,221.0,6.5
2105,2105,umbartha,subhash,male,"husband, husband",2,41,315.5,7.695121951
2106,2106,yeh_to_kamaal_ho_gaya,rashik,male,"child, child, child",7,95,515.0,5.421052632
2107,2107,yeh_to_kamaal_ho_gaya,ajay,male,"father, father, father",5,36,52.5,1.4583333330000001
2108,2108,yeh_vaada_raha,father,male,new,2,22,52.0,2.363636364
2109,2109,yeh_vaada_raha,vikram,male,"father, father, father",44,548,1188.369048,2.168556656
2110,2110,andha_kanoon,khan,male,"brother, brother, brother, angry",12,137,1270.833333,9.276155718
2111,2111,andha_kanoon,man,male,young,1,35,312.0,8.914285714
2112,2112,ardh_satya,cop,male,"high,  ranking",1,13,58.0,4.461538462
2113,2113,ardh_satya,anant,male,"father, father, mystified,  consternated",51,470,1010.0,2.14893617
2114,2114,ardh_satya,man,male,"quick,  hard",3,39,154.5,3.961538462
2115,2115,arpan,man,male,rich,2,10,33.0,3.3
2116,2116,avtaar,boy,male,poor,1,3,6.0,2.0
2117,2117,avtaar,sewak,male,"son, son",8,45,35.0,0.7777777779999999
2118,2118,bade_dil_wala,amrit,male,"son, son",15,178,558.0,3.134831461
2119,2119,bade_dil_wala,munna,male,"father, father, father",2,12,75.33333333,6.277777778
2120,2120,ek_baar_chale_aao,kamal,male,"son, son, son",5,52,280.1666667,5.387820512999999
2121,2121,fareb,aditya,male,"son, son",0,0,0.0,0.0
2122,2122,fareb,aditya,male,"son, son",0,133,24643.52857,185.2896885
2123,2123,gehri_chot:_urf_-_door-desh,tony,male,psycopathic,16,130,339.5,2.611538462
2124,2124,gehri_chot:_urf_-_door-desh,raju,male,"son, son, son",12,126,161.0,1.277777778
2125,2125,himmatwala,man,female,insensitive,1,17,111.33333329999999,6.549019607999999
2126,2126,himmatwala,man,female,insensitive,1,18,121.0,6.722222222
2127,2127,hum_se_hai_zamana,son,male,grown,3,28,117.21666670000002,4.1863095239999994
2128,2128,jaani_dost,veeru,male,"son, son",18,185,258.0,1.394594595
2129,2129,jaani_dost,hari,male,"brother, father, brother, father",5,32,98.0,3.0625
2130,2130,jaani_dost,raj,male,"son, son, son",6,41,171.0,4.170731707
2131,2131,jaanwar,man,female,"modern,  young,  worthy,  nameless",4,20,39.0,1.95
2132,2132,jaanwar,man,female,"modern,  young,  worthy,  nameless",4,23,140.8,6.12173913
2133,2133,jaanwar,pradeep,male,"brother, brother",8,108,106.33333329999999,0.9845679009999999
2134,2134,jaanwar,kamal,male,"son, son",5,71,0.0,0.0
2135,2135,jaanwar,raju,male,"son, son, young",18,227,479.33333330000005,2.111600587
2136,2136,jaanwar,raju,male,"son, son, young",18,107,355.1666667,3.3193146419999997
2137,2137,jaanwar,ram,female,"daughter, daughter",3,166,0.0,0.0
2138,2138,jeet_hamaari,thakur,male,"father, father",3,26,13.0,0.5
2139,2139,jeet_hamaari,avvtar,male,"son, son, son",2,18,0.0,0.0
2140,2140,justice_chaudhury,ramu,male,"father, father, father",23,183,7486.18,40.90808743
2141,2141,justice_chaudhury,brother,male,twin,1,8,34.0,4.25
2142,2142,justice_chaudhury,chaudhary,male,"son, son, son, son",25,277,7054.120177,25.46613782
2143,2143,katha,man,male,goodnatured,1,8,7.0,0.875
2144,2144,masoom,dk,male,"father, father, father, father",12,147,677.1666667000001,4.606575964
2145,2145,masoom,rahul,male,father,16,118,81.0,0.686440678
2146,2146,mujhe_insaaf_chahiye,suresh,male,"child, child, child",7,79,339.6666667,4.299578059
2147,2147,mujhe_insaaf_chahiye,boy,male,"young,  talented",1,13,31.0,2.384615385
2148,2148,nastik,shankar,male,"father, father",27,173,207.25,1.197976879
2149,2149,naukar_biwi_ka,amar,male,"father, father, father",7,80,380.8333333,4.760416667
2150,2150,prem_tapasya,ashok,male,close,3,34,195.0,5.735294118
2151,2151,romance,son,female,"mother, mother",8,16,28.0,1.75
2152,2152,souten,shyam,male,"father, father, father",4,48,55.0,1.145833333
2153,2153,zara_si_zindagi,rakesh,male,"father, father, father, father, father, father",41,435,5176.395238,11.89975917
2154,2154,zara_si_zindagi,arun,male,dumb,1,14,80.66666667,5.761904762
2155,2155,zara_si_zindagi,pratap,male,"father, father",13,153,461.33333330000005,3.015250545
2156,2156,zara_si_zindagi,man,female,rich,1,63,351.1666667,5.574074073999999
2157,2157,zara_si_zindagi,amit,male,"husband, husband",11,147,238.0,1.619047619
2158,2158,zara_si_zindagi,actor,male,ill,1,19,203.0,10.68421053
2159,2159,aakhri_sangram,father,male,adamant,1,12,82.0,6.833333333
2160,2160,abodh,shankar,male,"son, father, son, father",13,84,246.7333333,2.937301587
2161,2161,abodh,brother,male,little,1,5,12.0,2.4
2162,2162,anand_aur_anand,varun,male,"father, father, father, unstoppable,  rampage",4,57,163.83333330000002,2.8742690060000005
2163,2163,anand_aur_anand,arun,male,"father, father, father, unstoppable,  rampage",4,98,6.0,0.06122449
2164,2164,asha_jyoti,ramesh,male,"son, son",12,87,276.0,3.172413793
2165,2165,asha_jyoti,man,male,rich,1,32,540.6666667000001,16.89583333
2166,2166,asha_jyoti,deepak,male,"father, father, husband, father, father, husband",31,341,1406.083333,4.123411535
2167,2167,awaaz,mulchand,male,"son, son",11,94,366.0,3.8936170210000003
2168,2168,awaaz,amit,male,close,5,110,546.5,4.968181818
2169,2169,awaaz,jayant,male,"son, son",25,210,252.5,1.202380952
2170,2170,bhavna,father,male,rich,3,23,142.83333330000002,6.210144927999999
2171,2171,bhavna,man,female,privileged,2,10,102.0,10.2
2172,2172,duniya,man,male,"alcoholic,  honest",2,28,236.0,8.428571429
2173,2173,duniya,mohan,male,"son, son",24,219,0.0,0.0
2174,2174,duniya,ravi,male,"son, son",6,55,173.0,3.145454545
2175,2175,duniya,jagdish,male,maternal,1,12,342.0,28.5
2176,2176,haisiyat,man,male,young,1,15,70.0,4.666666667
2177,2177,holi,singh,male,hostel,1,20,169.5,8.475
2178,2178,inquilaab,son,male,newborn,1,7,50.0,7.142857143
2179,2179,jaag_utha_insan,hari,male,"father, grandfather, father, grandfather, father, grandfather",8,70,191.0,2.7285714289999996
2180,2180,jaag_utha_insan,nandu,male,"grandson, grandson, grandson, adopted",12,151,1159.733333,7.680353201
2181,2181,john_jani_janardhan,gajju,male,wily,3,45,162.0,3.6
2182,2182,kasam_paida_karne_wale_ki,udaybhan,male,wily,8,57,110.0,1.929824561
2183,2183,kasam_paida_karne_wale_ki,uday,male,wily,8,10,0.0,0.0
2184,2184,kasam_paida_karne_wale_ki,satish,male,"uncle, uncle",14,101,766.1666667000001,7.585808581
2185,2185,kasam_paida_karne_wale_ki,kasam,male,"father, father, father",5,36,0.0,0.0
2186,2186,lakhon_ki_baat,brother,male,enterprising,1,13,152.0,11.69230769
2187,2187,lorie,boy,male,small,1,14,158.0,11.28571429
2188,2188,maqsad,rajeshwar,male,"son, son",10,111,84.0,0.756756757
2189,2189,maqsad,tilak,male,"nephew, nephew",5,49,27.0,0.551020408
2190,2190,mashaal,man,male,"wealthy,  rich,  upright",3,30,181.5,6.05
2191,2191,mashaal,raja,male,"son, son",25,292,600.0,2.054794521
2192,2192,mashaal,vinod,male,disillusioned,41,399,1619.25,4.058270676999999
2193,2193,maya_bazaar,abhimanyu,male,"son, son, son",9,80,267.0,3.3375
2194,2194,preet_na_jane_reet,boy,male,eligible,1,12,100.0,8.333333332999999
2195,2195,preet_na_jane_reet,man,male,decent,2,11,24.5,2.227272727
2196,2196,purana_mandir,samri,male,bloodthirsty,32,275,763.5666667,2.7766060610000003
2197,2197,purana_mandir,sanga,male,deformed,7,86,694.5,8.075581395
2198,2198,purana_mandir,durjan,male,mysterious,4,43,140.0,3.255813953
2199,2199,purana_mandir,thakur,male,intractable,4,52,279.1666667,5.368589743999999
2200,2200,qaidi,suraj,male,"father, father",7,131,822.0,6.27480916
2201,2201,qaidi,father,male,widowed,1,10,64.5,6.45
2202,2202,qaidi,bansilal,male,cruel,4,57,1410.366667,24.74327485
2203,2203,saaransh,chitre,male,influential,2,18,85.0,4.722222222
2204,2204,sharaabi,amarnath,male,"son, son, son, son",5,86,312.5,3.63372093
2205,2205,sharaabi,man,male,"blind,  poor",1,12,132.0,11.0
2206,2206,utsav,man,male,poor,1,8,38.0,4.75
2207,2207,zakhmi_sher,vijay,male,"father, father, father",10,171,11.0,0.064327485
2208,2208,zakhmi_sher,father,male,biological,4,53,374.3333333,7.062893082
2209,2209,zakhmi_sher,man,male,holy,3,32,1964.4666670000001,61.38958333
2210,2210,zakhmi_sher,the,male,biological,4,156,0.0,0.0
2211,2211,aaj_ka_dada,man,male,"rebellious,  roguish,  young,  rich",2,40,800.0,20.0
2212,2212,alag_alag,man,female,fashionable,2,56,331.0,5.910714286
2213,2213,arjun,chowgule,male,"son, rival",14,164,999.1666667000002,6.092479675
2214,2214,arjun,arjun,male,father,39,438,1595.166667,3.6419330289999996
2215,2215,arjun,man,male,poor,2,16,42.0,2.625
2216,2216,arjun,rane,male,new,1,14,76.0,5.428571429
2217,2217,arjun,trivedi,male,"chief,  wicked",10,128,1010.166667,7.891927083
2218,2218,awara_baap,vijay,male,"son, father, son, father, son, father",13,173,2130.25,12.31358382
2219,2219,awara_baap,boy,male,little,2,13,90.0,6.923076922999999
2220,2220,awara_baap,raj,male,"son, son, son, son, son, son",74,681,2533.166667,3.7197748410000004
2221,2221,babu,man,male,young,1,20,122.5,6.125
2222,2222,bhago_bhut_aaya,rai,male,"nephew, nephew, nephew, real",12,64,479.0,7.484375
2223,2223,dekha_pyar_tumhara,man,male,wealthy,1,24,317.5,13.22916667
2224,2224,ek_se_bhale_do,david,male,"son, son, son",5,59,47.0,0.796610169
2225,2225,ek_se_bhale_do,balram,male,"son, son, son, compelling",3,13,0.0,0.0
2226,2226,faasle,man,male,proud,1,13,48.0,3.692307692
2227,2227,faasle,vikram,male,"son, son",3,35,0.0,0.0
2228,2228,geraftaar,vijay,male,"father, father, father",14,82,657.1666667000001,8.014227642
2229,2229,geraftaar,hussein,male,unfortunate,24,239,739.1666667000001,3.0927475589999998
2230,2230,ghulami,ranjit,male,"son, son",34,327,2358.05,7.21116208
2231,2231,haqeeqat,pandey,male,local,1,17,320.0,18.82352941
2232,2232,hoshiyar,rakesh,male,"husband, husband, husband",6,133,123.13333329999999,0.925814536
2233,2233,hoshiyar,dhartiraj,male,"father, father",10,150,2594.3976190000003,17.29598413
2234,2234,hoshiyar,man,male,old,1,63,2175.15,34.52619048
2235,2235,hum_naujawan,the,male,"son, son, son",6,41,0.0,0.0
2236,2236,khamosh,pankaj,male,"brother, brother, brother",2,9,92.0,10.22222222
2237,2237,khamosh,brother,male,unstable,5,49,199.33333330000002,4.068027211
2238,2238,khamosh,man,male,military,1,5,4.0,0.8
2239,2239,khamosh,actor,male,established,1,5,5.0,1.0
2240,2240,lava,man,male,poor,1,16,82.5,5.15625
2241,2241,mard,bahadur,male,"steed,  faithful",1,6,10.0,1.6666666669999999
2242,2242,mard,harry,male,frustrated,21,194,673.8333332999999,3.473367698
2243,2243,mard,raja,male,real,34,371,480.4333333000001,1.294968553
2244,2244,mard,raju,male,"father, real",47,380,909.8,2.3942105259999997
2245,2245,meri_jung,thakral,male,"son, son, son, famous,  criminal",19,188,480.5,2.555851064
2246,2246,meri_jung,arun,male,"father, son, father, son, father, son",35,404,748.0,1.8514851490000002
2247,2247,mirch_masala,man,female,intelligent,2,44,844.0,19.18181818
2248,2248,mirch_masala,village,male,entire,11,121,423.4833333000001,3.499862259
2249,2249,nasoor,sunil,male,"child, child, child, child, child, child",7,92,254.0,2.760869565
2250,2250,pataal_bhairavi,ramu,male,dynamic,6,148,1311.4783380000001,8.861340122
2251,2251,pataal_bhairavi,husair,male,wizard,6,92,1610.933333,17.51014493
2252,2252,ram_teri_ganga_maili,narendra,male,"son, father, son, father, son, father",8,82,102.33333329999999,1.24796748
2253,2253,rehguzar,lyricist,male,famous,8,62,477.0,7.693548387000001
2254,2254,sarfarosh,buddhiram,male,son,1,55,56.0,1.018181818
2255,2255,teri_meherbaniyan,father,male,distraught,1,7,48.0,6.857142857
2256,2256,teri_meherbaniyan,singh,male,powerful,3,41,217.0,5.2926829269999995
2257,2257,teri_meherbaniyan,man,male,"young,  honest",2,22,122.5,5.568181817999999
2258,2258,teri_meherbaniyan,ram,male,enraged,14,176,448.0,2.545454545
2259,2259,zabardast,sunder,male,"son, son, son",6,82,653.5,7.969512195
2260,2260,zabardast,ratan,male,"son, son, son",4,52,216.5,4.163461538
2261,2261,zabardast,ramesh,male,"husband, son, husband, son, husband, son",6,78,236.83333330000002,3.036324786
2262,2262,zabardast,son,male,second,4,29,445.0,15.34482759
2263,2263,aag_aur_shola,nagesh,male,tyrant,4,38,94.0,2.473684211
2264,2264,aag_aur_shola,brother,male,nagesh,1,7,17.0,2.4285714290000002
2265,2265,aisa_pyaar_kahan,sagar,male,"brother, brother",9,70,45.0,0.642857143
2266,2266,aisa_pyaar_kahan,deepak,male,rich,1,5,10.5,2.1
